title,Zip Code,website,latitude,longitude,type,Activity,Adult Club,LGBT +,price,thumbnail,description
Monterey Pub,15212,http://themontereypub.com/,40.4556322,-80.0132228,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepd4B9KVXJZpX9GHX1cY47fhpwMrlvzI8sNXlVeD7alLRG11CEKRNGS4K86MwmUgFVGDN5Xzufuxzt8CKMTXi0pLmNFwCU-J0WCBRbgzNwBW-8WyjjOUczPm4jNMxw4V0JvnNHQ=s1024-v1,"Irish pub with a cozy, antique feel. Tavern featuring vintage wood booths and a fireplace, plus Irish eats & American comfort food."
O'Brien's,15212,,40.4759994,-80.0313402,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1Xjz9WOPl28VEuUcG9FUW3mDzj3MRhmINJ6zrNyhJOCXVXB0R9cD02gmL_K1zvfGqU693YUVnd24NekQJDYXcqXZJ6sVmQkp1dMix2iLjM4zCS2JmndGQoQ2YAhDBpnDq8f6IoQ=s1024-v1,
Park House,15212,https://parkhouse412.com/,40.453258,-80.001425,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobxYADXWgKGMD-xoZVsd8ra607G4LwwG7-pviAkl_Qb3ViE2N9OE0a0sA5-VwxyVJVqGc1RRsBDNe58XdacJo_opYTQd4YnA6MB0ls6S3NBUWQUaOR6UEbzCeovAqtnATV1cZ0_Q=s1024-v1,"Low-key spot for beer, bar bites & music. Comfy pub with a warm vibe offering craft brews, Mediterranean-style bar food & live music nights."
Penn Brewery,15212,http://www.pennbrew.com/,40.4571715,-79.9915052,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepetBKo18w7egkIiNZptyoqH3INLCJ9xtE2bymRVJmOJ9Zx529ZtWYM3OS307QUnjvEWDn8zooln8UdDyJ76R3aNP9_bBx0VyL6PPNym0Lna7ZP0EhHcoL8KBWBqoogf1I3_1E=s1024-v1,"Longtime German-style brewery with tours. Long-standing brewery features German-style brews, diverse comfort fare, regular live music & tours."
Pittsburgh Sports Bar,15212,,40.4765653,-80.0306078,Bar / Pub,,,,$$,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ze3WmrwlMH9R0Y-Y-SDEcQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=43.02958&pitch=0&thumbfov=100,
Pub 33 Bar and Grill,15212,,40.4466567,-80.0144311,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweplgGLn6H-znML3Ng-7mRVpQAoQ1ZDLEqDzpKjnKTaYnBxxe3MDe7coJ-36rY0puYz1E_XwPsL1G0S0TA_MPJksor6n5QleZ7HwDwDW6lkOwTm_Isqf5IsjRrFzDr14eWdp7PQpWg=s1024-v1,
Rivers Casino,15212,http://www.riverscasino.com/pittsburgh,40.4478179,-80.023202,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzbupabZZO7AysscxHX2TlLlJGkF_bpMloEf6sFdh_hg8EPRyop0jnWUS8gTwQjGKVHOMhXtGpFdiEMGtw1TvZP9Gn-djhJsNgMb-2LDBhR4YOzl_zFznaVUVog1mtm5qmjJ5_=s1024-v1,"Slots, poker, dining & performances. Casino with slots, craps, poker & other table games, plus several restaurants & live entertainment."
Shorty's Pins x Pints,15212,http://www.shortysx.com/,40.4457544,-80.0108071,Bar / Pub,1,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxu7zYWb6B4y3uHNcfjzr_WcRykVtWJ9AH8i4-uHxoyeCnuDVIeGtdG9aPWhQNazW1xkskAvoVdt2Teoxh0dAgkRNgkJyzzYFIEaRn6QOyWrdWEQl04xRizzPmgAlHPDy3yrVla2CjIYGM=s1024-v1,
Steel City Sports Bar & Grub,15212,http://www.steelcitygrub.com/,40.4765653,-80.0306078,Bar / Pub,1,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoB9-RkIEeFK6eky__zecdCoUr24n63jqVV_f8Jb7FJYNVauakFU5a4Zq3e-mtUYryCfoj9inrLDvPLTeGd0_iDlwWGBWxv2l_NLWSTap79ZRJdT9jIsSGuo505_sJ-MyxHnkYy=s1024-v1,"Roomy American haunt with bar games. Big sports bar & American eatery offering pub grub, TVs, a deck & games like pool & air hockey."
Tequila Cowboy,15212,https://tequilacowboy.com/pittsburgh/,40.4460747,-80.0115356,Bar & grill,,,,$$,https://lh3.googleusercontent.com/p/AF1QipNvfUb3w0n3hwgccx6_xEvBTYLR1Mmz8fMoFJg=s1024-v1,
Tom's Watch Bar - Pittsburgh,15212,https://tomswatchbar.com/pittsburgh/,40.446179,-80.008876,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqausP5XHE09rSGGCqqvTenFEQUkwQfnV1akCTOgIG-xJ1seQRC_O_Y2oPeM5QZRCkrwz69UUNkiG3VlO7A6kw1QkBoOz7GHK8DMzsf49uFT55tSyc6vVitNDdck2mgXGubyE1FHGsgLz4C=s1024-v1,
Verdetto's | Bar & Restaurant,15212,https://verdettospittsburgh.com/,40.4552778,-79.9969444,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerudxjcaoTr2lWSFdi53qImjIbpP6jP_N7hYOmcd9ZtTyXL_fU2OPp_gjEh9ixbecmyj9Z6hOCSW84xd-2XfTJBtPxbkRYiNLNfwxURYVDuUgUNVEiEUCqF3hH_FwDu_57MwFI8=s1024-v1,
Young Brothers Bar,15212,http://www.youngbrothersbar.com/,40.4750853,-80.0349863,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdFLR8dr1IYTPYICHEfXCzwBKCgjAPJjASIWV3gnfVX0fhQz3JfVMTnnTg3VQNjt6TZAXBj7jVEizilJHvKGSrnVscOniz4vLa53n85pTW95hj8jw3MgOu0fHqURgVTt9HUn_J=s1024-v1,
Electric Banana,15213,http://www.electricbananaclub.net/,40.4547313,-79.9543093,Night club,,,,$$,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mON6b7eMtsImTNL8rew2xg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=83.23389&pitch=0&thumbfov=100,
HAVEN,15213,http://havenvenue.com/,40.4381085,-79.9536756,Live music venue,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoiDl2pkQ6Qbd555QnnNlfxQ1BFRwsbZ_uuksaB4MRmF6IBpgnBNsngv52NaV5skQK-plvaNZQLX3UirYMbhSKFls0i8ovK02n1VUd3UNsGqtJls24Ka8hkqmF8GXWyJtBay7Og=s1024-v1,
P Town Bar,15213,https://ptownbarpgh.com/,40.4540385,-79.9489786,Bar / Pub,,,1,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZmvJJ9Nxel0CVxJjpzwmTEm1BA-agFu_pow_nDUZbvMPKW8syfmgvO4WDye_T3pNXQwi03E5avQi0SWJiOU9OTuewgX5N-JVX84ATN0z2LmKfgkOKJtu97fcYtEPPqfYc-eY2=s1024-v1,"Vibrant bar with karaoke & events. Lively bar featuring regular events & karaoke nights, plus a pool table, a jukebox & pinball."
Phat's Bar,15213,,40.4365212,-79.9545707,Bar / Pub,,,,$,https://lh3.googleusercontent.com/p/AF1QipOr-mgLrradKDHCT4LrbyFxnODyBHcn8uHqJEl6=s1024-v1,
Dancing Gnome Beer,15215,http://www.dancinggnomebeer.com/,40.4938628,-79.9315478,Winery/ Brewery,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkdhKq8tfUQ5Z7GhWew769eBx-_lJxhsMV_tGHj86SrkrM9HXyeIKYBpNlwXeFKRiRHtSSZAbCyc8zNqToHN-M4FIeyrr5_XrzcLPVcJw35z6J1FzwxSQFkayK8fZM7Gz1Jx7FUA=s1024-v1,"Craft beer in a warm, industrial taproom. Industrial brewery taproom pouring craft beers in inviting digs with a view of the production area."
Back Alley Brewing Company,15216,http://www.backalleybrewingpa.com/,40.3934707,-80.0361189,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweplcKPBFDR6mBX-BZpFR3Qh1kkPoTCEfO_z9TRbQne5PSqqJM_VHd7JUEyKQNKz3fXo7_2l8uOgk9hMaH2dhTHawp67CxiBREbctWEc_z4gT3qTaGMbdP-TsAsutJzG4XfaMeDH=s1024-v1,
KingView Meadhouse & Winery,15216,https://www.kingviewmead.com/,40.3933635,-80.0463102,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3g6wQrq_cMcOqFO50_hdqOicbslvWznfss3TLWbbvPfaQza7k3xDT_reTlw9tNQzOc0Q9mbnYy2_JeMk_GZoefgAG26LnWLkMN8lprTWzyLMxoXKdsDPNnIjf11KnkwfX8aWZ=s1024-v1,
Dale's Bar and Grill,15217,,40.4198994,-79.9280913,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmikBYCWvqKmPZ-u3CTmPucOaje90H5lMziU9HapmNA6obmHYA9-0dGVs1_gLFFfcdccUptUqxkk3MiWBv4YRhwS3a00Oc9Phj-ZvtCu0bw_JUM9p56liATzlmMvJyo78_RbJO=s1024-v1,
Drift Hookah Lounge,15217,,40.4316731,-79.9234063,Hookah bar,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_cMOE_FEBYw_kYfLk8zzgO1U4-WcronOrrRzTZszHCefBVfZLEiQRho-VcsCHdJQkk-LO0bKtlK6PGaB9I-7ZuMhtsSAxbqMdo99nu_xxf09o75NcVaJ2MQv6Ds-v-rvU2tfF=s1024-v1,
Hidden Harbor,15217,http://www.hiddenharborpgh.com/,40.4376352,-79.9194888,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2JRfN7m3PqxDf5gfqeqROY-0lQxNYCdGFS-YTYzRieuQpQQmUIrA5FdEWrHKA85CJ7E8tOqwuiF_tlY3kSGjSQmQwn1WVDhnq9O3KX8PfJj49E-EXrgv_Zy1hsPuHonTLZ69y=s1024-v1,Tiki bar with tropical drinks & snacks. Tiki bar serving Polynesian-inspired cocktails & bar snacks in tropical surrounds.
J. Gough's Tavern,15217,http://jgoughs.com/,40.422732,-79.92853,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLVdsNQf46PIDNKs0HTJvi_AojJ8IIn1KZ0waj-XJhBEdj4iUZYa9pljuO8qMOfvMa0ZErzh5DT0_tDZBz4_oxa9f1G9LOJ4fMSkUGeDfatVJgQRATrAWWYRJvrE36dDedtXRj=s1024-v1,
Squirrel Hill Cafe,15217,https://yohoho3.org/squirrel-hill-cafe,40.4378655,-79.9226711,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobNjdJapfVcgZAmXzmzbMFc4NCDwzVSBHMZWxFsKjidqtuo6_2zJT_DiVYwcsv3AOPHgWzaVSx0rXhONor4_XKKWQeJZ9RDDFv3JXAF17_FvOiGhfhgizrlyU2L4T9CiySYmrnfQ=s1024-v1,"No-frills watering hole with casual eats. Popular late-night bar serving up cocktails, brews & casual grub in an unpretentious atmosphere."
4th District,15219,https://www.druryhotels.com/locations/pittsburgh-pa/drury-plaza-hotel-pittsburgh-downtown,40.4430206,-79.9950577,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMU5bkAW4yghI1s5MNfu7vfmKuVFJ9_gS5UZm7eXKCrC1-6BxuMrV5QEC0rysbr3h7tsEKZ0bDMLwrAlaRTkCBrgrLnTz7vTQ8FsaNZYkN9a3fKmkeIY9MnFyo71fa2JCl98OCzP-l-SFB=s1024-v1,
Bar 301,15219,,40.4383265,-79.9990769,Bar / Pub,,,,$$,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ky1qHjkhEkY0IbjdDp21DA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=298.59012&pitch=0&thumbfov=100,
Bigelow Grille Kitchen & Bar,15219,https://www.thebigelowgrille.com/,40.4405858,-79.994395,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipOroXKLXftBPXMc4cvoLvuWOyOYlRtnsxDHpDU6=s1024-v1,Contemporary American fare & drinks. Relaxed spot at the Doubletree Hotel serving local & organic New American eats for lunch & dinner.
Black Beauty Lounge,15219,,40.4444446,-79.9792758,Night club,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqNucSQis0CDA1dZBt27jFcApYZFcAfhPeMLqIp8umz349Y5uD478ugRElQGXpJH-_YzwEYT4eOKL9ap-kSLtgHlTVet5lfRo3ANsj-RSdsUesHWxq-GXYMbKvJ6ZKiiPPiKhDD-A=s1024-v1,
Blend Bar with Davidoff Cigars,15219,https://blendbarcigar.com/pages/pittsburgh,40.4422757,-79.9957584,Bar / Pub,,,,$$$,https://lh3.googleusercontent.com/p/AF1QipMP8vBazDEKI64HWXkg9u2YeyuA7Vhpgv4V4K3a=s1024-v1,"Classy cocktail bar & cigar lounge. Polished space for cocktails & cigars with a marble bar, art deco accents & plush furnishings."
Cafe Fifth Ave,15219,http://cafefifthpgh.com/,40.4386764,-79.9920132,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHnURApwvjBGDRXMjYIbYYXNRRD8OAbzSic5Y9L9D5FALrX239VJ-Drq6NLJtqYpty8V-t-VQSluD6l3j8ayiPJJSYGlQGTnq-DUZ1WNtuH8CiIo_OyRfl_tkFpGDAMRo_EbulfALshs3zxQS9DbId9IYp-KXxtklntYge9ahTOVnsG_8kK8QjGsdNLcV89-6MqpYA=s1024-v1,"Pub grub & draft beers in lively digs. Bustling, bi-level tavern with a large bar, draft beers & American eats, along with a pool table."
Controversy,15219,http://controversy412.com/,40.4421933,-80.0234645,Night club,,1,,$$,https://lh3.googleusercontent.com/p/AF1QipNFt3dq6-oVtkF_TSDYZeM9r84rj4JUgq9b3fXO=s1024-v1,
EP Bar & Lounge,15219,,40.4376092,-79.9989687,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHkt93xFpRB3UFglIUAYKP-9Eto5dsc73UjybvHhdTVRLJt-GIjd-1KmR0Y3u5yErVJqFhiniHJVg4y_RBmmT-52KjDtgkvnsT2bE7pm6dbb99dLfyjSHtAkKP1MhErlFQjyOzZgfefCty=s1024-v1,
Gandy Dancer Saloon,15219,https://www.grandconcourserestaurant.com/location/gandy-dancer-saloon/,40.4333827,-80.0040238,Bar / Pub,,,,$$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlM7UAK_vu3DTQeBaXbhve3UKOz3-cQD_8BJDeGUkxOlxqCVPH0rA10bTcLdJGev-us7KJbedDlBlfE7B4QlgL34b5Gd88Lam4ir0H09jw_2fSqpk6TPOlSl3BMLgtVTlaLdjj=s1024-v1,"Seafood & cocktails in warm surrounds. Seafood restaurant with a relaxed, old-world atmosphere offering a raw bar & bustling happy hour."
Gooski's,15219,,40.4568278,-79.9664917,Bar / Pub,,,,$,https://lh3.googleusercontent.com/p/AF1QipNZtVCWTP2CpeZHWxBoo0KXkWK_j-5tMszwQFfY=s1024-v1,"Vintage watering hole with bites & bands. Dark, old-school hangout with imported beer, pierogi & other bar bites, plus live music & a jukebox."
Grant Street Tavern,15219,http://www.thegrantstreet.com/,40.4376887,-79.9976353,Bar & grill,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOhnYZyGeYZZvfAX1jzl5DOfwNPISCctzOPtddZCoXx1fNoCXF8-WGaJDDdhaKHaA556SmEsQS-sAgnuSB_I7WTTLfEXynGl5RKWU03wXkw7e4qXAMpzTzZOjXYUU_U6f7qCuF=s1024-v1,
Homerun Harry's,15219,http://www.homerunharrys.com/,40.4337069,-80.0053751,Bar & grill,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqL3V3h8rwYzT2R-RPLq6kE1hhI9KL0zACUGTtMygGzQwgsVpvKJIZuSg-i8g898a80C0qbrHhiGRskUtGnRNKUyIB4BfdsL84PfaJU_AnV8lfqfaUFuJz8_e0yzkbIxuxPWV_q7g=s1024-v1,
Jay's Lounge,15219,,40.4472258,-79.9779664,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgVWMT5P3GdKFHgDmGjGuxXJJtAZ-AZwBC9yeWbOmmx65Qc2ZnmxvfFUK6fNGEHL51mqfjshSHczQBfQqwkoc0BDmHKQ04AcQ6titpsEsu579voFlHAwbBlY2gOhytOmu7ZVtQXWXzB-4=s1024-v1,
Mitchell's Pub,15219,http://originalmitchells.com/,40.4371371,-79.9965676,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcIyPcbRCkXy01Rh_fAb1PxN8-puiY_rw_XA11mDyoOKjzK6WK-1JoGmp5E8oupVkNYFigztU83mjrk16nf_SdIUKPlGB6ReuYlzptHQeQvQBJngmzLnv417euanuTUDc-JNvd=s1024-v1,"Family-friendly stop for American fare. Family-friendly eatery offering chili, sandwiches & other American fare in a sunny-yellow space."
One Social,15219,https://www.onesocialpgh.com/,40.4383265,-79.9990769,Bar / Pub,,,,$$,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ky1qHjkhEkY0IbjdDp21DA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=298.59012&pitch=0&thumbfov=100,
Pope's Place,15219,https://www.facebook.com/Popesplacepgh/,40.4567623,-79.9677263,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnBowFUfwBfUl-AP-xXui-Lnh5JPzwYI3mJF0FktUdR8bcrGDmgrUC63cDcSGoos6Fo92Othy7vVv_DISVqg-_e9q3fIyGdWVT4rv6t9_XUCzeEW_y-mFufjL9NWT5U_9j-oAo-Q=s1024-v1,
Puff House,15219,http://puffhousepgh.com/,40.4371366,-79.9971364,Hookah bar,,,,$$,https://lh3.googleusercontent.com/p/AF1QipPcAaB4khsMZ9NkYFQQMtqX0MXxBIacBJQwkH-6=s1024-v1,
Shale's Cafe,15219,,40.4385583,-79.9885483,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2qXDt05y1RYFK5_FNgl3bBUcdYuSHWdUyYyHY0Epf4nv7YHY6s6iPSZ2U-Qfk0gm4rkwf-YBb7rSlgnpK0VrvwV8NJbUBYExEsDb1dzTh6jOkWMMIoArs9vAgbNuiEB6pq9CCOw=s1024-v1,
Sly Fox PGH Brewery at the Highline,15219,https://www.slyfoxbeer.com/pittsburgh-highline,40.4307231,-79.9957875,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQtzPmB_bv3nIuFqFrQ43lK4b011WUWsSZQYxvlJd7ezMN394ceh5dwc7p-q7FYnegCX0PUJ9D2Ci2c7ao5h0pZNt4OcH5NDIckqoBm_DVBLZg1fiTNnLTLeED1P8I2GVErzsn=s1024-v1,
Souper Bowl,15219,http://souperbowlpgh.com/,40.4387199,-79.9912827,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobZMO3N_0kPRZ_fF1Mep_mStZhaAoqgKQcgO_7y2dCOPN_0rYwDlA39_MVV-tGUfPEunxEmpMxYkAkSwUk17V2APjGZvHpWgUUvqbpcU5jbE2_HJt5TccQYHoOzdiVNRLeOk71=s1024-v1,Sports bar catering to Penguins fans. Penguins fans can stop in for pre- or post-game pub fare & a variety of brews at this bar & grill.
The Commoner,15219,https://www.thecommonerpgh.com/,40.4416676,-79.9962279,Bar & grill,,,,$$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxvPGTYdwFHCI3ouvBXDvVY9FtAQEP7MuZB3UxRh2EoS-H6FOUprNBWkFs_gg5JNwZO50CwaN_2TnbdbWA_vl8U1EaJzOhccjLuWbNuEEJAgrjJ2J4S8AQ76eYJFLlOVdQtPCz=s1024-v1,"American tavern eats in cool digs. Hip gastropub serving farm-to-table eats alongside draft beer, wine & cocktails."
The Finch,15219,https://www.thedistillerycomplex.com/the-finch,40.4309395,-79.9988057,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerp12Dkz0enB_zeAB2PYhd2n1rkQtCpvU0FN5kDMQ-xID-aXKeLDfEPGxs3MI7iD7juGMQtHQ37BtRZB4JKe6n9TLh7jrHsIjZ8Wr0oq80zbRnak1uP9xXjZvrysNe_hSCVrSCEyPiLCIc=s1024-v1,
The Speakeasy,15219,https://www.omnihotels.com/hotels/pittsburgh-william-penn/dining/the-speakeasy,40.4404863,-79.9970773,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipM4cujFyGc_x3wTSITPP5ZgcUEWKa2wwrr8NZWO=s1024-v1,Hotel haunt with a Prohibition-era theme. Sophisticated 1920s-style bar in Omni William Penn Hotel with state-inspired cocktails & appetizers.
The Speckled Egg PGH,15219,http://thespeckledeggpgh.com/,40.4397355,-79.9971547,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrYF7VUGnUO-TmUMz8qIFUsBzsc0Un5GCZwYOVdyTrBG6KBzqAWk9-MG98PGmVd5zbZV6eamFgfrE6W3D-uVM5tPrR5iGfpXx3EEB-DqhqmjaQLVRMqRxrwRmNP5V0BXvbeF3a=s1024-v1,"Unfussy space for brunch & sandwiches. Brunch, sandwiches & cocktails offered in a straightforward eatery inside the Union Trust Building."
The Tap Room,15219,https://www.omnihotels.com/hotels/pittsburgh-william-penn/dining/the-tap-room,40.4405612,-79.9962419,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipO9LLum8h9eh1wldr61_Ff_3UcV3F_RrMkylVMD=s1024-v1,"Vintage hotel bar & American eatery. American pub fare & Pennsylvania beers served in throwback, wood-lined digs with roots in the '30s."
The Terrace Room,15219,https://www.omnihotels.com/hotels/pittsburgh-william-penn/dining/terrace-room,40.4405855,-79.9964428,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipO-E8KHw6PwporbeEgXYZd8OP9Z6GMdssII5F_C=s1024-v1,Classic American dining in a grand room. Soaring Omni Hotel dining room dating to 1916 & serving traditional American steaks & seafood.
Trace Echo,15219,https://www.tracebloomfield.com/,40.437367,-79.981653,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjAYWw98EeQzCZYQHS25H1HYPQzTDAD6FVVpVHYkPp2fCpbjTS04MDzromxQKTltQGl-S-D5ttToI8D9vypBuCG1yx9gdZLHy6TbUwgxOYG3I01JSP6-uQ5_i_ZMOGUQkhcDahWIy41wzK=s1024-v1,
A Reel Christmas Bar by Merry Marquee PGH,15222,,40.441173,-80.0030304,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipMhSkaRl2Df4pEKjoPS5nZZwVUzR1VMnREGa76P=s1024-v1,
Art's Tavern,15222,,40.4577123,-79.9742093,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOBbvbiwFNmU5xWI08UEbj__ycDPRAtNdz236gyJ5boDMKlBeDhAbaSrXJRnRCfNdukUjM_34HdEpkdObGqpJ7aa6nb8Rcuu3AZHC8HsctGrUhGB62_9Tsvc2yGeY5y1YGEsswsA=s1024-v1,
Aslin Beer Company,15222,https://www.aslinbeer.com/,40.4512257,-79.9858241,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepjapZXKvU-paFPtAboiBaPB_SCVb2dTS7LJGHU01w0fXyG2702F74c0lNVTuf3bFDzhh1nilC-R_Zcdox4QWSmzQmNaGuJhBWoqlT42D8hgkhceeH6N2sJZAkpKGoCKZ7hgcyV=s1024-v1,
Backstage Bar at Theater Square,15222,,40.4431941,-80.001041,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9WTjFfq-QeWfUGV3BdHs30OCgkopJ-Scs6gbExrDdiZCjgUGWLjm1mk_OawGMWWcxf_HYdIu9C6HCxRwF8_mAVsTfg04uxuCwq_ix1QrpgtJhxV74oeYaKk1atRIW19Ojlfcv_g=s1024-v1,"Small lounge with regular entertainment. Cozy pre-/post-theater haunt offering drinks & casual eats, plus frequent live jazz, cabaret & more."
Bakersfield Penn Ave,15222,https://www.bakersfieldtacos.com/,40.4440518,-79.996629,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbKrzZkii-syy8JNCncj4MTHx8M6mgy8Tf0k-Q3PoDjfnRnyHs7Wi3X4tVIXvb60K0KA301mWN5eqrRr17CwFTOyM0w2hHbfIpCT-z877SlwFHFoofTaffBara61dvg8j1sEHysA=s1024-v1,"Hip scene with tacos & tequila. Tacos & a few other Mexican dishes are delivered in an upbeat, margarita-fueled atmosphere."
Bar Marco,15222,http://www.barmarcopgh.com/,40.4524755,-79.9815213,Bar / Pub,,,,$$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSH9qi3XvkHVN-UqR8DXJpohOvnLSxlX1Bhar5kC4tntuJiTr0GhoGVvrFz7oExdkhJqe6uj-KxpxUHcXMyXNF1ny-cwCv7kyYKrA45JF0--lKt3VgtpREfT5pHI_tyDKLqz3v=s1024-v1,"Petite pick for clever cocktails & eats. Intimate, minimalist wine bar with a winning menu, vino list, creative cocktails & weekend brunch."
Bill's Bar & Burger,15222,https://www.billsbarandburger.com/location/bills-bar-and-burger-pittsburgh/,40.4440451,-79.9942672,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/p/AF1QipNRio0fDqAAf65GxxSLMpg_z__2VjTcOs2eVA2h=s1024-v1,"Burger & beer spot with patio seating. Contemporary burger joint & bar featuring a large craft-beer list, sports on TV & a seasonal patio."
Cavo Night Club,15222,http://cavopgh.com/,40.4515174,-79.9846446,Night club,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBH0tSXOnRK2dxisfo7HhPRVspwDUyINcSfeH_HYcMrtFgq-0nyvPWwAWyZRIlKArww-kI0NXbPwiu2dQo_nN1whsLpCn0-iBfKwMjynN5j91h2YF7jiHtkuLX01VvnW455qM=s1024-v1,"New American eatery & weekend dance club. New American restaurant with house cocktails, plus a chic lounge offering weekend DJs & dancing."
Cinderlands Warehouse,15222,https://www.cinderlands.com/,40.4559512,-79.9792792,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpgsRUm1GWZk5MqzSBG6sAkzlvBjEpoXxlnmMqgFBBEuNP5MPjNw9RSMFOuO9_dbEKwZnAFC_E_g4Erf1d2UjiHDr9IYycrIVF83zcTe-JY56StR-j43PS3DwVSvcu8t72M8Q=s1024-v1,Housemade brews & creative pub fare. Elevated bar bites & house beers are served in a rustic-meets-industrial setting with a warm vibe.
City Brew Tours Pittsburgh,15222,http://citybrewtours.com/pittsburgh,40.4471619,-79.9923189,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHKmbNGZtynTrou-Kba3y1QeartCiABsbin9CQ9yKU8dlLxKBUtKbc_4q0uW6VpeQ5z3M8UEWc5ysxH1ls9Ell9LVY3Wfetuo0dRe6cFXMgwu-Ii5v5-E9197TBbbHdfQ14bYktQ=s1024-v1,
City Winery Pittsburgh,15222,https://citywinery.com/pages/locations/pittsburgh,40.4499809,-79.9879542,Live music venue,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7d_ToegKy5g_XHv_y3x-FjHug8FC3YMeSm5B1NjZa5jAvP2wmd-jff_ZPvhvSbFOS3osZI1WdjBFKdHi4xkTztyugqEUfAVuG2gf1Q0rWBqU_lTMnB_P0-BLOgens_XHWrlMpntaCYC0=s1024-v1,
